id,video_id,start_frame,end_frame,class,total_frames,fps
3300,train1097,0,158,49,265,30.0
3301,train1097,155,264,14,265,30.0
3302,train1097,155,264,19,265,30.0
3303,train1097,0,62,8,265,30.0
3304,train1097,60,122,9,265,30.0
3305,train1098,0,60,9,434,30.0
3306,train1098,68,216,8,434,30.0
3307,train1098,239,306,9,434,30.0
3308,train1098,395,432,5,434,30.0
3309,train1098,0,432,21,434,30.0
3310,train1098,0,432,24,434,30.0
3311,train1099,23,71,5,380,30.0
3312,train1099,35,206,20,380,30.0
3313,train1099,0,206,25,380,30.0
3314,train1099,263,357,19,380,30.0
3315,train1100,0,137,11,348,30.0
3316,train1100,0,346,8,348,30.0
3317,train1101,0,351,28,352,30.0
3318,train1101,0,351,21,352,30.0
3319,train1101,0,32,10,352,30.0
3320,train1101,261,306,9,352,30.0
3321,train1101,122,176,8,352,30.0
3322,train1102,137,276,9,277,30.0
3323,train1102,99,276,21,277,30.0
3324,train1103,7,47,8,319,29.0
3325,train1103,121,169,8,319,29.0
3326,train1103,2,163,19,319,29.0
3327,train1103,162,308,23,319,29.0
3328,train1103,292,317,21,319,29.0
3329,train1104,2,57,10,275,29.0
3330,train1104,57,141,21,275,29.0
3331,train1105,71,108,8,174,30.0
3332,train1105,108,125,10,174,30.0
3333,train1105,125,159,8,174,30.0
3334,train1106,98,200,24,202,30.0
3335,train1106,99,168,8,202,30.0
3336,train1107,135,166,5,420,30.0
3337,train1107,165,219,6,420,30.0
3338,train1107,153,222,19,420,30.0
3339,train1108,203,351,19,352,29.0
3340,train1108,0,324,8,352,29.0
3341,train1109,99,261,24,322,30.0
3342,train1109,134,192,7,322,30.0
3343,train1110,0,231,7,328,30.0
3344,train1110,300,324,7,328,30.0
3345,train1110,87,117,10,328,30.0
3346,train1111,39,192,49,264,30.0
3347,train1111,26,93,7,264,30.0
3348,train1112,60,76,9,264,30.0
3349,train1112,0,17,18,264,30.0
3350,train1113,0,75,8,397,30.0
3351,train1113,75,219,0,397,30.0
3352,train1113,78,176,8,397,30.0
3353,train1113,210,282,8,397,30.0
3354,train1113,246,396,19,397,30.0
3355,train1114,0,313,49,314,30.0
3356,train1114,0,32,8,314,30.0
3357,train1114,152,197,7,314,30.0
3358,train1115,48,123,27,290,30.0
3359,train1115,126,273,26,290,30.0
3360,train1115,9,237,49,290,30.0
3361,train1115,0,48,8,290,30.0
3362,train1115,38,159,0,290,30.0
3363,train1115,265,288,9,290,30.0
3364,train1116,166,307,9,376,29.0
3365,train1116,216,371,43,376,29.0
3366,train1117,0,72,8,228,30.0
3367,train1117,168,227,7,228,30.0
3368,train1117,0,227,21,228,30.0
3369,train1118,0,79,19,349,30.0
3370,train1118,79,348,21,349,30.0
3371,train1118,134,187,8,349,30.0
3372,train1119,0,347,49,349,30.0
3373,train1119,77,120,10,349,30.0
3374,train1120,0,282,21,283,30.0
3375,train1120,0,282,24,283,30.0
3376,train1120,0,119,8,283,30.0
3377,train1121,171,242,10,347,30.0
3378,train1121,171,242,8,347,30.0
3379,train1122,191,282,11,286,29.0
3380,train1122,140,217,7,286,29.0
3381,train1123,0,38,49,410,30.0
3382,train1123,207,354,5,410,30.0
3383,train1123,297,409,0,410,30.0
3384,train1123,0,409,24,410,30.0
3385,train1124,0,319,24,320,30.0
3386,train1124,4,37,32,320,30.0
3387,train1125,0,350,37,351,30.0
3388,train1125,0,350,25,351,30.0
3389,train1126,0,228,21,337,30.0
3390,train1126,0,71,24,337,30.0
3391,train1126,290,315,12,337,30.0
3392,train1126,42,86,7,337,30.0
3393,train1126,188,320,0,337,30.0
3394,train1127,0,151,24,152,30.0
3395,train1127,0,151,21,152,30.0
3396,train1127,11,40,10,152,30.0
3397,train1128,0,280,49,282,30.0
3398,train1128,95,140,29,282,30.0
3399,train1128,0,22,5,282,30.0
3400,train1129,56,115,22,270,29.0
3401,train1129,118,188,22,270,29.0
3402,train1129,188,237,13,270,29.0
3403,train1130,116,372,19,373,30.0
3404,train1130,0,260,1,373,30.0
3405,train1130,148,296,6,373,30.0
3406,train1131,211,396,43,398,30.0
3407,train1131,0,396,7,398,30.0
3408,train1132,48,101,9,418,30.0
3409,train1132,99,151,8,418,30.0
3410,train1132,170,230,9,418,30.0
3411,train1132,264,316,7,418,30.0
3412,train1132,0,62,30,418,30.0
3413,train1132,215,280,29,418,30.0
3414,train1132,278,416,24,418,30.0
3415,train1133,18,33,38,386,30.0
3416,train1133,33,385,43,386,30.0
3417,train1133,0,54,8,386,30.0
3418,train1134,72,125,13,146,29.0
3419,train1134,98,120,30,146,29.0
3420,train1135,30,228,31,320,30.0
3421,train1135,0,72,9,320,30.0
3422,train1135,108,129,5,320,30.0
3423,train1136,0,267,23,269,30.0
3424,train1136,58,205,4,269,30.0
3425,train1137,16,212,8,396,29.0
3426,train1137,93,394,19,396,29.0
3427,train1137,291,394,9,396,29.0
3428,train1138,97,199,40,202,29.0
3429,train1138,122,165,29,202,29.0
3430,train1139,0,363,28,366,30.0
3431,train1139,0,180,13,366,30.0
3432,train1139,180,303,49,366,30.0
3433,train1139,303,363,13,366,30.0
3434,train1139,105,143,9,366,30.0
3435,train1139,272,363,9,366,30.0
3436,train1140,0,109,12,300,29.0
3437,train1140,123,139,48,300,29.0
3438,train1140,236,269,49,300,29.0
3439,train1140,277,291,48,300,29.0
3440,train1140,83,106,7,300,29.0
3441,train1141,69,186,7,373,30.0
3442,train1141,0,371,21,373,30.0
3443,train1142,111,132,17,153,30.0
3444,train1142,132,150,48,153,30.0
3445,train1143,176,394,17,395,30.0
3446,train1143,0,44,0,395,30.0
3447,train1143,179,393,8,395,30.0
3448,train1144,81,143,19,307,30.0
3449,train1144,147,228,24,307,30.0
3450,train1144,252,306,48,307,30.0
3451,train1144,0,165,8,307,30.0
3452,train1144,219,290,8,307,30.0
3453,train1145,179,362,6,364,30.0
3454,train1145,249,362,7,364,30.0
3455,train1145,0,362,21,364,30.0
3456,train1146,0,201,24,306,30.0
3457,train1146,150,305,12,306,30.0
3458,train1146,117,174,7,306,30.0
3459,train1146,273,303,7,306,30.0
3460,train1147,195,228,9,324,30.0
3461,train1147,240,261,9,324,30.0
3462,train1148,2,122,19,327,30.0
3463,train1148,125,167,19,327,30.0
3464,train1149,0,341,21,343,30.0
3465,train1149,0,149,24,343,30.0
3466,train1149,0,36,8,343,30.0
3467,train1149,171,341,8,343,30.0
3468,train1150,0,112,9,290,30.0
3469,train1150,106,170,8,290,30.0
3470,train1150,210,289,9,290,30.0
3471,train1151,33,89,43,340,30.0
3472,train1151,87,173,8,340,30.0
3473,train1151,98,162,21,340,30.0
3474,train1151,200,242,9,340,30.0
3475,train1152,35,74,7,154,30.0
3476,train1152,74,145,21,154,30.0
3477,train1153,0,252,28,254,30.0
3478,train1153,13,252,13,254,30.0
3479,train1153,75,107,10,254,30.0
3480,train1154,108,228,8,238,30.0
3481,train1154,150,228,29,238,30.0
3482,train1155,0,322,21,323,29.0
3483,train1155,15,72,9,323,29.0
3484,train1155,129,161,8,323,29.0
3485,train1156,39,95,49,153,30.0
3486,train1156,35,74,8,153,30.0
3487,train1157,0,156,19,390,30.0
3488,train1157,152,389,49,390,30.0
3489,train1157,0,26,7,390,30.0
3490,train1157,50,96,7,390,30.0
3491,train1157,192,225,7,390,30.0
3492,train1157,326,387,7,390,30.0
3493,train1158,0,52,9,318,30.0
3494,train1158,0,316,21,318,30.0
3495,train1159,0,316,21,317,30.0
3496,train1159,93,139,8,317,30.0
3497,train1160,0,239,23,241,30.0
3498,train1160,0,19,9,241,30.0
3499,train1160,20,125,5,241,30.0
3500,train1161,0,248,17,296,30.0
3501,train1161,248,294,40,296,30.0
3502,train1162,0,112,23,401,30.0
3503,train1162,114,400,17,401,30.0
3504,train1162,0,400,8,401,30.0
3505,train1163,61,95,5,154,30.0
3506,train1163,77,137,9,154,30.0
3507,train1164,98,203,29,211,30.0
3508,train1164,104,173,1,211,30.0
3509,train1165,0,293,21,295,30.0
3510,train1165,240,293,9,295,30.0
3511,train1166,0,39,8,308,30.0
3512,train1166,102,180,10,308,30.0
3513,train1166,0,195,19,308,30.0
3514,train1166,195,306,21,308,30.0
3515,train1167,0,24,50,327,30.0
3516,train1167,0,326,21,327,30.0
3517,train1168,0,314,21,316,30.0
3518,train1168,0,15,8,316,30.0
3519,train1168,95,120,9,316,30.0
3520,train1168,42,314,24,316,30.0
3521,train1169,0,366,8,367,30.0
3522,train1169,338,366,28,367,30.0
3523,train1170,192,243,29,371,30.0
3524,train1170,165,285,20,371,30.0
3525,train1170,99,236,4,371,30.0
3526,train1170,120,228,6,371,30.0
3527,train1171,16,200,24,401,30.0
3528,train1171,0,20,30,401,30.0
3529,train1171,284,331,29,401,30.0
3530,train1171,325,370,30,401,30.0
3531,train1171,64,83,48,401,30.0
3532,train1171,98,122,17,401,30.0
3533,train1171,185,317,19,401,30.0
3534,train1171,314,346,12,401,30.0
3535,train1171,364,400,49,401,30.0
3536,train1171,65,95,5,401,30.0
3537,train1172,121,244,8,246,29.0
3538,train1172,0,244,24,246,29.0
3539,train1173,0,168,24,334,30.0
3540,train1173,0,332,24,334,30.0
3541,train1173,5,68,7,334,30.0
3542,train1173,162,216,2,334,30.0
3543,train1173,228,267,48,334,30.0
3544,train1174,0,231,25,233,30.0
3545,train1174,0,231,50,233,30.0
3546,train1174,0,75,19,233,30.0
3547,train1175,0,246,12,248,29.0
3548,train1175,181,246,7,248,29.0
3549,train1176,175,267,32,268,30.0
3550,train1176,0,267,21,268,30.0
3551,train1177,0,346,11,348,30.0
3552,train1177,3,346,24,348,30.0
3553,train1177,108,131,8,348,30.0
3554,train1177,146,162,5,348,30.0
3555,train1177,335,346,7,348,30.0
3556,train1178,0,213,4,327,30.0
3557,train1178,0,326,8,327,30.0
3558,train1179,0,31,10,353,29.0
3559,train1179,46,66,9,353,29.0
3560,train1180,0,43,41,278,30.0
3561,train1180,46,277,41,278,30.0
3562,train1181,0,264,21,265,30.0
3563,train1181,0,24,9,265,30.0
3564,train1182,22,113,49,171,30.0
3565,train1182,111,163,21,171,30.0
3566,train1183,93,138,7,191,30.0
3567,train1183,138,189,49,191,30.0
3568,train1184,0,393,25,394,30.0
3569,train1184,216,254,19,394,30.0
3570,train1184,258,390,19,394,30.0
3571,train1185,0,324,8,325,29.0
3572,train1185,258,324,24,325,29.0
3573,train1186,159,362,24,381,30.0
3574,train1186,323,377,12,381,30.0
3575,train1187,0,42,22,236,30.0
3576,train1187,43,235,21,236,30.0
3577,train1188,0,410,0,412,30.0
3578,train1188,0,41,5,412,30.0
3579,train1189,0,90,8,389,29.0
3580,train1189,75,166,10,389,29.0
3581,train1189,0,191,8,389,29.0
3582,train1189,301,382,9,389,29.0
3583,train1189,192,236,23,389,29.0
3584,train1189,0,387,24,389,29.0
3585,train1190,0,33,7,253,30.0
3586,train1190,0,137,49,253,30.0
3587,train1190,142,251,49,253,30.0
3588,train1191,0,361,12,366,29.0
3589,train1191,244,315,7,366,29.0
3590,train1192,76,115,23,152,30.0
3591,train1192,114,148,48,152,30.0
3592,train1193,0,306,11,307,30.0
3593,train1193,249,306,24,307,30.0
3594,train1193,66,123,7,307,30.0
3595,train1193,152,171,8,307,30.0
3596,train1193,236,260,8,307,30.0
3597,train1194,0,129,8,257,30.0
3598,train1194,0,24,19,257,30.0
3599,train1194,72,255,15,257,30.0
3600,train1194,105,255,24,257,30.0
3601,train1195,0,178,21,361,30.0
3602,train1195,0,283,21,361,30.0
3603,train1195,283,359,17,361,30.0
3604,train1196,0,149,20,307,30.0
3605,train1196,155,305,17,307,30.0
3606,train1196,19,302,30,307,30.0
3607,train1196,20,268,7,307,30.0
3608,train1197,0,271,24,272,30.0
3609,train1197,75,144,9,272,30.0
3610,train1197,132,216,49,272,30.0
3611,train1198,142,214,8,217,29.0
3612,train1198,105,147,38,217,29.0
3613,train1199,0,413,21,417,30.0
3614,train1199,204,237,8,417,30.0
3615,train1200,0,251,24,253,30.0
3616,train1200,104,134,19,253,30.0
3617,train1200,0,77,9,253,30.0
3618,train1201,0,189,7,421,29.0
3619,train1201,79,210,22,421,29.0
3620,train1202,0,336,28,338,30.0
3621,train1202,0,336,13,338,30.0
3622,train1202,110,152,9,338,30.0
3623,train1202,167,192,9,338,30.0
3624,train1202,198,225,10,338,30.0
3625,train1202,291,336,9,338,30.0
3626,train1203,0,81,20,404,30.0
3627,train1203,72,210,19,404,30.0
3628,train1203,156,403,50,404,30.0
3629,train1204,0,339,24,341,30.0
3630,train1204,161,228,9,341,30.0
3631,train1205,0,131,19,418,29.0
3632,train1205,211,276,17,418,29.0
3633,train1205,269,331,38,418,29.0
3634,train1205,348,360,47,418,29.0
3635,train1205,0,417,7,418,29.0
3636,train1206,72,299,24,301,30.0
3637,train1206,150,299,19,301,30.0
3638,train1206,0,21,2,301,30.0
3639,train1206,0,45,2,301,30.0
3640,train1206,0,63,2,301,30.0
3641,train1206,61,168,7,301,30.0
3642,train1207,42,256,24,257,30.0
3643,train1207,31,87,8,257,30.0
3644,train1208,46,117,31,239,30.0
3645,train1208,120,166,31,239,30.0
3646,train1209,116,135,20,154,30.0
3647,train1209,135,150,13,154,30.0
3648,train1210,0,113,24,387,30.0
3649,train1210,167,263,28,387,30.0
3650,train1210,263,386,24,387,30.0
3651,train1210,48,114,48,387,30.0
3652,train1210,122,137,12,387,30.0
3653,train1210,68,87,6,387,30.0
3654,train1211,0,93,21,323,30.0
3655,train1211,93,140,49,323,30.0
3656,train1211,137,321,21,323,30.0
3657,train1211,84,161,8,323,30.0
3658,train1212,21,122,49,230,30.0
3659,train1212,96,114,9,230,30.0
3660,train1212,153,194,9,230,30.0
3661,train1212,193,213,7,230,30.0
3662,train1213,0,318,24,320,30.0
3663,train1213,123,158,17,320,30.0
3664,train1213,189,231,33,320,30.0
3665,train1213,263,318,48,320,30.0
3666,train1214,0,146,12,147,29.0
3667,train1214,2,18,5,147,29.0
3668,train1214,18,34,9,147,29.0
3669,train1214,18,34,6,147,29.0
3670,train1214,73,140,8,147,29.0
3671,train1215,30,68,43,403,30.0
3672,train1215,128,227,24,403,30.0
3673,train1216,24,46,17,148,29.0
3674,train1216,46,79,18,148,29.0
3675,train1217,209,267,9,347,30.0
3676,train1217,11,170,19,347,30.0
3677,train1217,170,346,23,347,30.0
3678,train1217,0,346,25,347,30.0
3679,train1218,0,300,21,302,29.0
3680,train1218,0,220,0,302,29.0
3681,train1219,99,228,8,308,30.0
3682,train1219,0,307,0,308,30.0
3683,train1220,10,69,19,236,30.0
3684,train1220,0,235,10,236,30.0
3685,train1220,67,235,8,236,30.0
3686,train1221,0,132,7,336,30.0
3687,train1221,165,300,19,336,30.0
3688,train1221,228,333,26,336,30.0
3689,train1222,114,159,19,232,29.0
3690,train1222,159,231,22,232,29.0
3691,train1223,0,444,19,445,30.0
3692,train1223,51,233,8,445,30.0
3693,train1224,30,284,49,288,30.0
3694,train1224,194,239,27,288,30.0
3695,train1224,3,45,10,288,30.0
3696,train1224,99,138,9,288,30.0
3697,train1225,104,131,49,151,30.0
3698,train1225,74,99,9,151,30.0
3699,train1226,50,309,12,310,30.0
3700,train1226,0,75,8,310,30.0
3701,train1226,230,296,8,310,30.0
3702,train1227,0,23,9,399,29.0
3703,train1227,45,77,10,399,29.0
3704,train1227,91,112,9,399,29.0
3705,train1228,0,30,7,296,30.0
3706,train1228,143,295,22,296,30.0
3707,train1229,0,86,9,421,30.0
3708,train1229,99,213,8,421,30.0
3709,train1229,0,420,21,421,30.0
3710,train1230,0,267,41,414,30.0
3711,train1230,267,318,8,414,30.0
3712,train1231,317,356,29,357,29.0
3713,train1231,0,356,12,357,29.0
3714,train1232,26,45,5,271,29.0
3715,train1232,0,269,23,271,29.0
3716,train1233,0,156,21,424,29.0
3717,train1233,77,131,8,424,29.0
3718,train1233,243,305,14,424,29.0
3719,train1234,45,67,8,241,30.0
3720,train1234,0,240,21,241,30.0
3721,train1235,0,18,8,152,30.0
3722,train1235,18,41,17,152,30.0
3723,train1236,56,91,8,265,30.0
3724,train1236,159,191,9,265,30.0
3725,train1237,0,341,49,344,30.0
3726,train1237,183,239,29,344,30.0
3727,train1237,257,300,30,344,30.0
3728,train1237,0,17,7,344,30.0
3729,train1237,170,218,1,344,30.0
3730,train1238,0,127,9,230,30.0
3731,train1238,0,229,21,230,30.0
3732,train1239,0,16,19,265,30.0
3733,train1239,0,263,24,265,30.0
3734,train1240,0,336,21,338,30.0
3735,train1240,0,48,8,338,30.0
3736,train1241,0,353,24,354,30.0
3737,train1241,114,185,32,354,30.0
3738,train1241,317,353,32,354,30.0
3739,train1241,11,44,1,354,30.0
3740,train1241,179,305,0,354,30.0
3741,train1242,0,414,49,415,30.0
3742,train1242,53,97,29,415,30.0
3743,train1242,209,234,30,415,30.0
3744,train1242,1,35,10,415,30.0
3745,train1243,27,183,8,373,30.0
3746,train1243,188,237,8,373,30.0
3747,train1243,0,105,22,373,30.0
3748,train1243,111,188,17,373,30.0
3749,train1243,206,267,17,373,30.0
3750,train1243,272,371,17,373,30.0
3751,train1243,0,191,0,373,30.0
3752,train1244,127,219,50,220,29.0
3753,train1244,109,157,7,220,29.0
3754,train1245,0,245,49,247,30.0
3755,train1245,211,245,10,247,30.0
3756,train1246,0,261,24,262,30.0
3757,train1246,69,140,32,262,30.0
3758,train1246,135,261,0,262,30.0
3759,train1247,28,320,8,322,30.0
3760,train1247,0,320,21,322,30.0
3761,train1247,0,320,24,322,30.0
3762,train1248,61,153,23,157,30.0
3763,train1248,45,147,10,157,30.0
3764,train1249,201,288,8,397,30.0
3765,train1249,285,395,9,397,30.0
3766,train1249,0,123,19,397,30.0
3767,train1249,123,240,48,397,30.0
3768,train1249,276,395,50,397,30.0
3769,train1250,2,32,8,153,30.0
3770,train1250,20,73,18,153,30.0
3771,train1251,0,335,49,337,30.0
3772,train1251,70,96,5,337,30.0
3773,train1252,173,328,17,329,30.0
3774,train1252,188,328,0,329,30.0
3775,train1252,0,164,22,329,30.0
3776,train1253,0,235,49,236,30.0
3777,train1253,33,120,19,236,30.0
3778,train1254,0,318,28,320,30.0
3779,train1254,0,318,13,320,30.0
3780,train1254,77,119,9,320,30.0
3781,train1254,134,159,9,320,30.0
3782,train1254,165,192,10,320,30.0
3783,train1254,258,318,9,320,30.0
3784,train1255,0,248,9,249,30.0
3785,train1255,0,248,10,249,30.0
3786,train1256,1,41,5,288,29.0
3787,train1256,94,146,8,288,29.0
3788,train1256,0,287,21,288,29.0
3789,train1257,135,215,0,439,30.0
3790,train1257,215,252,7,439,30.0
3791,train1257,252,435,40,439,30.0
3792,train1258,18,109,43,266,30.0
3793,train1258,105,152,48,266,30.0
3794,train1259,71,134,7,216,30.0
3795,train1259,116,143,21,216,30.0
3796,train1259,143,179,13,216,30.0
3797,train1260,0,233,49,235,30.0
3798,train1260,0,50,26,235,30.0
3799,train1261,168,282,23,361,30.0
3800,train1261,111,168,8,361,30.0
3801,train1261,236,293,7,361,30.0
3802,train1262,2,128,19,387,30.0
3803,train1262,128,290,8,387,30.0
3804,train1262,197,386,19,387,30.0
3805,train1263,0,344,24,346,30.0
3806,train1263,193,344,41,346,30.0
3807,train1264,0,375,49,377,30.0
3808,train1264,0,39,7,377,30.0
3809,train1264,129,188,1,377,30.0
3810,train1265,0,293,21,295,30.0
3811,train1265,91,293,9,295,30.0
3812,train1266,78,160,49,163,30.0
3813,train1266,75,154,2,163,30.0
3814,train1266,36,78,7,163,30.0
3815,train1267,17,99,49,165,30.0
3816,train1267,99,143,19,165,30.0
3817,train1267,75,98,7,165,30.0
3818,train1268,0,38,7,412,30.0
3819,train1268,0,410,37,412,30.0
3820,train1268,34,410,28,412,30.0
3821,train1269,0,45,49,179,30.0
3822,train1269,3,45,2,179,30.0
3823,train1270,0,66,49,365,30.0
3824,train1270,69,180,49,365,30.0
3825,train1270,180,224,13,365,30.0
3826,train1270,224,363,21,365,30.0
3827,train1271,0,380,21,381,30.0
3828,train1271,149,179,7,381,30.0
3829,train1271,294,341,9,381,30.0
3830,train1272,141,276,39,289,30.0
3831,train1272,0,72,9,289,30.0
3832,train1272,78,149,9,289,30.0
3833,train1273,0,18,8,282,29.0
3834,train1273,0,280,12,282,29.0
3835,train1273,0,79,30,282,29.0
3836,train1273,0,44,8,282,29.0
3837,train1274,35,96,8,201,30.0
3838,train1274,96,144,19,201,30.0
3839,train1275,64,99,21,187,29.0
3840,train1275,99,135,13,187,29.0
3841,train1275,97,178,0,187,29.0
3842,train1275,144,178,29,187,29.0
3843,train1276,0,215,21,439,30.0
3844,train1276,243,435,49,439,30.0
3845,train1276,213,302,28,439,30.0
3846,train1276,185,273,1,439,30.0
3847,train1277,0,12,38,328,30.0
3848,train1277,20,80,23,328,30.0
3849,train1277,264,326,23,328,30.0
3850,train1277,120,284,9,328,30.0
3851,train1277,285,326,5,328,30.0
3852,train1278,2,80,12,330,30.0
3853,train1278,79,122,49,330,30.0
3854,train1278,122,166,29,330,30.0
3855,train1278,122,166,48,330,30.0
3856,train1278,55,328,9,330,30.0
3857,train1279,0,364,35,365,30.0
3858,train1279,0,41,7,365,30.0
3859,train1279,84,183,7,365,30.0
3860,train1280,8,171,41,424,30.0
3861,train1280,171,219,10,424,30.0
3862,train1281,0,397,24,398,30.0
3863,train1281,0,15,0,398,30.0
3864,train1281,27,119,19,398,30.0
3865,train1281,203,284,19,398,30.0
3866,train1281,206,291,7,398,30.0
3867,train1282,134,330,19,331,30.0
3868,train1282,0,330,29,331,30.0
3869,train1283,35,57,8,147,29.0
3870,train1283,57,108,19,147,29.0
3871,train1284,0,302,25,306,30.0
3872,train1284,219,302,21,306,30.0
3873,train1285,190,382,10,385,30.0
3874,train1285,0,199,19,385,30.0
3875,train1286,0,225,21,311,30.0
3876,train1286,42,114,10,311,30.0
3877,train1286,126,170,8,311,30.0
3878,train1287,0,218,21,244,30.0
3879,train1287,195,242,1,244,30.0
3880,train1288,55,136,11,161,30.0
3881,train1288,65,130,8,161,30.0
3882,train1289,1,255,0,388,29.0
3883,train1289,52,100,8,388,29.0
3884,train1289,195,294,21,388,29.0
3885,train1290,45,75,9,179,30.0
3886,train1290,75,152,7,179,30.0
3887,train1291,0,232,21,234,30.0
3888,train1291,0,140,9,234,30.0
3889,train1292,48,90,17,153,30.0
3890,train1292,89,119,18,153,30.0
3891,train1293,146,324,17,327,30.0
3892,train1293,161,325,0,327,30.0
3893,train1293,0,138,22,327,30.0
3894,train1294,109,340,17,361,30.0
3895,train1294,22,61,7,361,30.0
3896,train1294,109,141,8,361,30.0
3897,train1294,339,360,9,361,30.0
3898,train1295,2,442,24,443,30.0
3899,train1295,191,223,8,443,30.0
3900,train1295,191,335,0,443,30.0
3901,train1296,0,90,7,318,30.0
3902,train1296,0,194,24,318,30.0
3903,train1296,239,317,1,318,30.0
3904,train1297,207,316,19,387,29.0
3905,train1297,192,223,9,387,29.0
3906,train1297,284,385,9,387,29.0
3907,train1298,0,15,10,164,30.0
3908,train1298,12,53,7,164,30.0
3909,train1299,0,58,8,260,30.0
3910,train1299,193,259,8,260,30.0
3911,train1300,0,311,25,315,30.0
3912,train1300,81,171,0,315,30.0
3913,train1301,0,296,21,300,30.0
3914,train1301,0,298,24,300,30.0
3915,train1301,146,177,8,300,30.0
3916,train1302,0,335,24,337,30.0
3917,train1302,18,48,19,337,30.0
3918,train1302,165,192,19,337,30.0
3919,train1303,0,212,12,385,30.0
3920,train1303,314,384,28,385,30.0
3921,train1303,156,211,7,385,30.0
3922,train1303,215,330,7,385,30.0
3923,train1304,0,336,25,341,30.0
3924,train1304,187,267,9,341,30.0
3925,train1304,144,336,21,341,30.0
3926,train1305,0,90,8,294,30.0
3927,train1305,68,147,19,294,30.0
3928,train1306,312,373,8,374,30.0
3929,train1306,0,373,37,374,30.0
3930,train1307,0,240,21,242,30.0
3931,train1307,0,40,9,242,30.0
3932,train1308,0,53,9,151,30.0
3933,train1308,0,53,6,151,30.0
3934,train1309,8,443,24,444,30.0
3935,train1309,86,443,19,444,30.0
3936,train1309,0,105,7,444,30.0
3937,train1310,0,294,21,296,30.0
3938,train1310,128,144,9,296,30.0
3939,train1311,258,321,27,344,30.0
3940,train1311,132,170,9,344,30.0
3941,train1311,5,283,7,344,30.0
3942,train1312,0,389,21,393,30.0
3943,train1312,195,228,8,393,30.0
3944,train1313,107,161,19,298,30.0
3945,train1313,110,209,8,298,30.0
3946,train1314,0,42,41,153,30.0
3947,train1314,0,63,8,153,30.0
3948,train1315,2,101,8,316,30.0
3949,train1315,101,161,9,316,30.0
3950,train1315,170,315,8,316,30.0
3951,train1315,0,315,21,316,30.0
3952,train1315,0,315,24,316,30.0
3953,train1316,0,357,21,358,30.0
3954,train1316,0,37,5,358,30.0
3955,train1316,37,61,6,358,30.0
3956,train1317,0,373,49,375,30.0
3957,train1317,121,158,30,375,30.0
3958,train1317,347,373,30,375,30.0
3959,train1317,0,23,8,375,30.0
3960,train1317,185,212,7,375,30.0
3961,train1317,258,373,0,375,30.0
3962,train1318,129,269,8,361,30.0
3963,train1318,0,113,17,361,30.0
3964,train1318,182,359,17,361,30.0
3965,train1318,0,359,24,361,30.0
3966,train1319,0,272,17,313,30.0
3967,train1319,272,311,19,313,30.0
3968,train1319,114,278,50,313,30.0
3969,train1319,114,278,4,313,30.0
3970,train1320,0,359,19,361,30.0
3971,train1320,2,153,8,361,30.0
3972,train1320,182,359,4,361,30.0
3973,train1321,6,39,17,233,29.0
3974,train1321,39,66,18,233,29.0
3975,train1321,66,100,17,233,29.0
3976,train1321,100,124,18,233,29.0
3977,train1322,0,219,30,361,30.0
3978,train1322,218,360,26,361,30.0
3979,train1323,0,239,17,448,30.0
3980,train1323,239,447,23,448,30.0
3981,train1324,0,119,50,229,30.0
3982,train1324,119,227,28,229,30.0
3983,train1325,53,104,8,348,29.0
3984,train1325,0,347,21,348,29.0
3985,train1326,50,89,19,175,30.0
3986,train1326,44,134,10,175,30.0
3987,train1327,0,353,21,354,30.0
3988,train1327,288,329,30,354,30.0
3989,train1328,89,215,19,273,30.0
3990,train1328,173,225,9,273,30.0
3991,train1329,0,356,25,361,29.0
3992,train1329,116,152,9,361,29.0
3993,train1330,0,334,21,335,29.0
3994,train1330,164,250,30,335,29.0
3995,train1330,69,102,10,335,29.0
3996,train1330,292,333,9,335,29.0
3997,train1331,0,15,8,326,29.0
3998,train1331,73,160,21,326,29.0
3999,train1331,47,324,0,326,29.0
4000,train1331,242,323,29,326,29.0
4001,train1332,0,336,21,340,30.0
4002,train1332,63,336,24,340,30.0
4003,train1332,102,126,5,340,30.0
4004,train1333,105,242,16,262,30.0
4005,train1333,73,116,8,262,30.0
4006,train1333,107,137,5,262,30.0
4007,train1334,119,240,12,243,30.0
4008,train1334,182,210,10,243,30.0
4009,train1335,0,72,23,253,30.0
4010,train1335,75,162,23,253,30.0
4011,train1335,162,174,4,253,30.0
4012,train1335,174,209,49,253,30.0
4013,train1336,0,160,13,299,30.0
4014,train1336,141,298,7,299,30.0
4015,train1336,0,27,10,299,30.0
4016,train1337,3,54,49,166,30.0
4017,train1337,129,165,49,166,30.0
4018,train1337,36,86,8,166,30.0
4019,train1338,0,366,24,389,30.0
4020,train1338,0,17,8,389,30.0
4021,train1338,105,161,9,389,30.0
4022,train1338,221,388,8,389,30.0
4023,train1338,0,143,22,389,30.0
4024,train1338,143,215,17,389,30.0
4025,train1339,80,356,17,357,30.0
4026,train1339,83,275,4,357,30.0
4027,train1339,43,167,8,357,30.0
4028,train1340,0,237,49,238,30.0
4029,train1340,0,105,7,238,30.0
4030,train1340,98,237,9,238,30.0
4031,train1341,0,33,10,313,30.0
4032,train1341,0,129,0,313,30.0
4033,train1341,183,249,29,313,30.0
4034,train1342,23,50,17,153,30.0
